Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H26,Fixed tangible assets,Financial position,23768,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H27,Additions to fixed assets,Financial position,4915,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H28,Disposals of fixed assets,Financial position,2233,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H29,Other assets,Financial position,292229,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H30,Total equity and liabilities,Financial position,401391,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,232616,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H32,Current liabilities,Financial position,63336,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H33,Other liabilities,Financial position,105439,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars,H34,Total income per employee count,Financial ratios,5301700,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars,H35,Surplus per employee count,Financial ratios,2962000,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Percentage,H36,Current ratio,Financial ratios,135,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Percentage,H37,Quick ratio,Financial ratios,135,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Percentage,H39,Return on equity,Financial ratios,6,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Percentage,H41,Liabilities structure,Financial ratios,58,ANZSIC06 group K624
2020,Level 3,KK12,Insurance,Dollars (millions),H01,Total income,Financial performance,11178,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars (millions),H04,Sales of goods and services,Financial performance,9528,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,422,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,1,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars (millions),H07,Non-operating income,Financial performance,1227,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars (millions),H08,Total expenditure,Financial performance,9782,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars (millions),H09,Interest and donations,Financial performance,15,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars (millions),H10,Indirect taxes,Financial performance,10,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars (millions),H11,Depreciation,Financial performance,131,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars (millions),H12,Salaries and wages paid,Financial performance,876,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars (millions),H13,Redundancy and severance,Financial performance,16,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,404,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,7433,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars (millions),H20,Non-operating expenses,Financial performance,913,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars (millions),H21,Opening stocks,Financial performance,0,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars (millions),H22,Closing stocks,Financial performance,0,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars (millions),H23,Surplus before income tax,Financial performance,1395,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars (millions),H24,Total assets,Financial position,31544,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars (millions),H30,Total equity and liabilities,Financial position,31544,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,8541,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars,H34,Total income per employee count,Financial ratios,1332100,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Dollars,H35,Surplus per employee count,Financial ratios,166300,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Percentage,H39,Return on equity,Financial ratios,16,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Percentage,H40,Return on total assets,Financial ratios,4,ANZSIC06 groups K631 and K632
2020,Level 3,KK12,Insurance,Percentage,H41,Liabilities structure,Financial ratios,27,ANZSIC06 groups K631 and K632
2020,Level 4,KK121,Life Insurance,Dollars (millions),H01,Total income,Financial performance,3838,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H04,Sales of goods and services,Financial performance,2453,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,226,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H07,Non-operating income,Financial performance,1159,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H08,Total expenditure,Financial performance,3337,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H09,Interest and donations,Financial performance,4,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H10,Indirect taxes,Financial performance,1,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H11,Depreciation,Financial performance,24,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H12,Salaries and wages paid,Financial performance,117,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,282,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,2049,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H20,Non-operating expenses,Financial performance,860,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H21,Opening stocks,Financial performance,0,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H22,Closing stocks,Financial performance,0,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H23,Surplus before income tax,Financial performance,501,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H24,Total assets,Financial position,16859,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H30,Total equity and liabilities,Financial position,16859,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,4335,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars,H34,Total income per employee count,Financial ratios,3682100,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars,H35,Surplus per employee count,Financial ratios,480200,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Percentage,H39,Return on equity,Financial ratios,12,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Percentage,H41,Liabilities structure,Financial ratios,26,ANZSIC06 group K631
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H01,Total income,Financial performance,7340,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H04,Sales of goods and services,Financial performance,7075,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,196,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,1,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H07,Non-operating income,Financial performance,68,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H08,Total expenditure,Financial performance,6445,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H09,Interest and donations,Financial performance,11,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H10,Indirect taxes,Financial performance,9,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H11,Depreciation,Financial performance,108,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H12,Salaries and wages paid,Financial performance,758,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,122,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,5384,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H20,Non-operating expenses,Financial performance,53,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H21,Opening stocks,Financial performance,0,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H22,Closing stocks,Financial performance,0,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H23,Surplus before income tax,Financial performance,895,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H24,Total assets,Financial position,14685,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H30,Total equity and liabilities,Financial position,14685,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,4205,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars,H34,Total income per employee count,Financial ratios,998800,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars,H35,Surplus per employee count,Financial ratios,121800,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Percentage,H39,Return on equity,Financial ratios,21,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Percentage,H40,Return on total assets,Financial ratios,6,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Percentage,H41,Liabilities structure,Financial ratios,29,ANZSIC06 group K632
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H01,Total income,Financial performance,7221,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H04,Sales of goods and services,Financial performance,6687,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,325,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,14,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H07,Non-operating income,Financial performance,194,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H08,Total expenditure,Financial performance,5832,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H09,Interest and donations,Financial performance,146,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H10,Indirect taxes,Financial performance,C,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H11,Depreciation,Financial performance,223,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,2319,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H13,Redundancy and severance,Financial performance,6,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,C,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,2942,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H20,Non-operating expenses,Financial performance,164,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H21,Opening stocks,Financial performance,53,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H22,Closing stocks,Financial performance,50,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H23,Surplus before income tax,Financial performance,1386,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H24,Total assets,Financial position,15069,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H30,Total equity and liabilities,Financial position,15069,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,5101,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars,H34,Total income per employee count,Financial ratios,403600,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars,H35,Surplus per employee count,Financial ratios,77400,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Percentage,H39,Return on equity,Financial ratios,27,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Percentage,H40,Return on total assets,Financial ratios,9,ANZSIC06 groups K641 and K642
2020,Level 3,KK13,Auxiliary Finance and Insurance Services,Percentage,H41,Liabilities structure,Financial ratios,34,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars (millions),H01,Total income,Financial performance,7221,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars (millions),H04,Sales of goods and services,Financial performance,6687,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,325,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,14,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars (millions),H07,Non-operating income,Financial performance,194,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars (millions),H08,Total expenditure,Financial performance,5832,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars (millions),H09,Interest and donations,Financial performance,146,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars (millions),H10,Indirect taxes,Financial performance,C,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars (millions),H11,Depreciation,Financial performance,223,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,2319,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars (millions),H13,Redundancy and severance,Financial performance,6,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,C,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,2942,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars (millions),H20,Non-operating expenses,Financial performance,164,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars (millions),H21,Opening stocks,Financial performance,53,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars (millions),H22,Closing stocks,Financial performance,50,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars (millions),H23,Surplus before income tax,Financial performance,1386,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars (millions),H24,Total assets,Financial position,15069,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars (millions),H30,Total equity and liabilities,Financial position,15069,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,5101,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars,H34,Total income per employee count,Financial ratios,403600,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Dollars,H35,Surplus per employee count,Financial ratios,77400,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Percentage,H39,Return on equity,Financial ratios,27,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Percentage,H40,Return on total assets,Financial ratios,9,ANZSIC06 groups K641 and K642
2020,Level 4,KK131,Auxiliary Finance and Insurance Services,Percentage,H41,Liabilities structure,Financial ratios,34,ANZSIC06 groups K641 and K642
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H01,Total income,Financial performance,35950,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H04,Sales of goods and services,Financial performance,30333,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,1565,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,43,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H07,Non-operating income,Financial performance,4009,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H08,Total expenditure,Financial performance,24675,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H09,Interest and donations,Financial performance,4160,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H10,Indirect taxes,Financial performance,812,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H11,Depreciation,Financial performance,2822,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H12,Salaries and wages paid,Financial performance,2782,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H13,Redundancy and severance,Financial performance,5,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,1198,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,11304,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H20,Non-operating expenses,Financial performance,1596,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H21,Opening stocks,Financial performance,3350,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H22,Closing stocks,Financial performance,3526,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H23,Surplus before income tax,Financial performance,11453,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H24,Total assets,Financial position,302609,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H25,Current assets,Financial position,39157,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H26,Fixed tangible assets,Financial position,218882,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H27,Additions to fixed assets,Financial position,26859,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H28,Disposals of fixed assets,Financial position,12847,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H29,Other assets,Financial position,44570,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H30,Total equity and liabilities,Financial position,302609,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,139580,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H32,Current liabilities,Financial position,59687,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars (millions),H33,Other liabilities,Financial position,103342,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars,H34,Total income per employee count,Financial ratios,1091100,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Dollars,H35,Surplus per employee count,Financial ratios,347600,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Percentage,H36,Current ratio,Financial ratios,66,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Percentage,H37,Quick ratio,Financial ratios,60,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Percentage,H39,Return on equity,Financial ratios,8,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Percentage,H40,Return on total assets,Financial ratios,4,ANZSIC06 division L
2020,Level 1,LL,"Rental, Hiring and Real Estate Services",Percentage,H41,Liabilities structure,Financial ratios,46,ANZSIC06 division L
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H01,Total income,Financial performance,7188,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H04,Sales of goods and services,Financial performance,6773,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H05,"Interest, dividends and donations",Financial performance,267,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,24,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H07,Non-operating income,Financial performance,125,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H08,Total expenditure,Financial performance,6337,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H09,Interest and donations,Financial performance,446,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H10,Indirect taxes,Financial performance,73,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H11,Depreciation,Financial performance,1507,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H12,Salaries and wages paid,Financial performance,991,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H13,Redundancy and severance,Financial performance,1,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,0,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H19,Purchases and other operating expenses,Financial performance,2989,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H20,Non-operating expenses,Financial performance,330,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H21,Opening stocks,Financial performance,272,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H22,Closing stocks,Financial performance,302,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H23,Surplus before income tax,Financial performance,881,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H24,Total assets,Financial position,28526,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H25,Current assets,Financial position,6028,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H26,Fixed tangible assets,Financial position,14023,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H27,Additions to fixed assets,Financial position,3481,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H28,Disposals of fixed assets,Financial position,1183,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H29,Other assets,Financial position,8475,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H30,Total equity and liabilities,Financial position,28526,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H31,Shareholders funds or owners equity,Financial position,10249,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H32,Current liabilities,Financial position,7525,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H33,Other liabilities,Financial position,10753,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars,H34,Total income per employee count,Financial ratios,480800,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars,H35,Surplus per employee count,Financial ratios,58900,"ANZSIC06 groups L661, L662, L663, and L664"
2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Percentage,H36,Current ratio,Financial ratios,80,"ANZSIC06 groups L661, L662, L663, and L664"
